treatment,comp,plot_id,year,inv_date,timestep,tree_id,Status_raw,Species_raw,dbh_cm,tph,ba_m2ha,time_increment_yr,dbh_delta_cm,dbh_increment_cm/yr,start_year,end_year,species,status,Remove flag,PFT,Outlier,DBH_BA,Treatment,PFT_simple
control,590,0590-00102,2003,2003-06-01,post_1,0590-00102-1,Live,CADE,12.4,24.69136,0.2981798,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,12.4,None,cedar
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-14,Live,CADE,11.4,24.69136,0.2520255,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.4,None,cedar
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-19,Live,CADE,12.2,24.69136,0.2886387,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,12.2,None,cedar
burn,400,0400-00104,2003,2003-06-01,post_1,0400-00104-31,Live,CADE,15.2,24.69136,0.4480454,2.0,-0.8000000000000007,-0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.2,Burn,cedar
mechburn,380,0380-00102,2003,2003-06-01,post_1,0380-00102-1,Live,CADE,13.7,24.69136,0.3639787,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.7,Burn+Thin,cedar
mechburn,380,0380-00102,2003,2003-06-01,post_1,0380-00102-5,Live,CADE,11.4,24.69136,0.2520255,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.4,Burn+Thin,cedar
mechburn,380,0380-00112,2003,2003-06-01,post_1,0380-00112-2,Live,CADE,13.0,24.69136,0.327734,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.0,Burn+Thin,cedar
burn,400,0400-00118,2003,2003-06-01,post_1,0400-00118-3,Live,CADE,15.0,24.69136,0.4363323,2.0,-0.1999999999999993,-0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,15.0,Burn,cedar
mechburn,570,0570-00011,2003,2003-06-01,post_1,0570-00011-32,Live,CADE,14.0,24.69136,0.3800939,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,14.0,Burn+Thin,cedar
burn,400,0400-00119,2003,2003-06-01,post_1,0400-00119-2,Live,CADE,12.4,24.69136,0.2981798,2.0,-0.7999999999999989,-0.3999999999999994,2001.0,2003,CADE,Live,0,cedar,0,12.4,Burn,cedar
burn,400,0400-00119,2003,2003-06-01,post_1,0400-00119-17,Live,CADE,11.4,24.69136,0.2520255,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.4,Burn,cedar
burn,400,0400-00121,2003,2003-06-01,post_1,0400-00121-22,Live,CADE,11.4,24.69136,0.2520255,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,11.4,Burn,cedar
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-52,Live,CADE,13.2,24.69136,0.3378957,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,13.2,None,cedar
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-11,Live,CADE,15.7,24.69136,0.4780069,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,15.7,Burn,cedar
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-22,Live,CADE,15.7,24.69136,0.4780069,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.7,Burn,cedar
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-3,Live,CADE,11.7,24.69136,0.2654646,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.7,None,cedar
mech,490,0490-00125,2003,2003-06-01,post_1,0490-00125-1,Live,CADE,14.2,24.69136,0.3910313,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,14.2,Thin,cedar
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-42,Live,CADE,11.9,24.69136,0.2746179,2.0,0.200000000000001,0.1000000000000005,2001.0,2003,CADE,Live,0,cedar,0,11.9,None,cedar
mechburn,180,0180-00120,2003,2003-06-01,post_1,0180-00120-14,Live,CADE,16.0,24.69136,0.4964492,2.0,1.0,0.5,2001.0,2003,CADE,Live,0,cedar,0,16.0,Burn+Thin,cedar
mech,490,0490-00126,2003,2003-06-01,post_1,0490-00126-5,Live,CADE,15.0,24.69136,0.4363323,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.0,Thin,cedar
control,590,0590-00009,2003,2003-06-01,post_1,0590-00009-70,Live,CADE,13.2,24.69136,0.3378957,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,13.2,None,cedar
mechburn,380,0380-00112,2003,2003-06-01,post_1,0380-00112-8,Live,CADE,12.4,24.69136,0.2981798,2.0,0.200000000000001,0.1000000000000005,2001.0,2003,CADE,Live,0,cedar,0,12.4,Burn+Thin,cedar
burn,340,0340-00114,2003,2003-06-01,post_1,0340-00114-4,Live,CADE,13.0,24.69136,0.327734,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.0,Burn,cedar
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-7,Live,CADE,14.0,24.69136,0.3800939,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,14.0,None,cedar
burn,400,0400-00120,2003,2003-06-01,post_1,0400-00120-1,Live,CADE,11.7,24.69136,0.2654646,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.7,Burn,cedar
control,590,0590-00111,2003,2003-06-01,post_1,0590-00111-9,Live,CADE,11.7,24.69136,0.2654646,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,CADE,Live,0,cedar,0,11.7,None,cedar
burn,340,0340-00116,2003,2003-06-01,post_1,0340-00116-8,Live,CADE,15.5,24.69136,0.4659059,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,15.5,Burn,cedar
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-10,Live,CADE,13.3,24.69136,0.3430348,2.0,0.6000000000000014,0.3000000000000007,2001.0,2003,CADE,Live,0,cedar,0,13.3,None,cedar
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-12,Live,CADE,11.4,24.69136,0.2520255,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.4,None,cedar
control,590,0590-00105,2003,2003-06-01,post_1,0590-00105-5,Live,CADE,12.7,24.69136,0.3127824,2.0,0.2999999999999989,0.1499999999999994,2001.0,2003,CADE,Live,0,cedar,0,12.7,None,cedar
control,240,0240-00003,2003,2003-06-01,post_1,0240-00003-45,Live,CADE,13.0,24.69136,0.327734,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,13.0,None,cedar
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-10,Live,CADE,11.7,24.69136,0.2654646,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.7,Burn,cedar
mechburn,380,0380-00113,2003,2003-06-01,post_1,0380-00113-22,Live,CADE,11.4,24.69136,0.2520255,2.0,-0.2999999999999989,-0.1499999999999994,2001.0,2003,CADE,Live,0,cedar,0,11.4,Burn+Thin,cedar
control,590,0590-00102,2003,2003-06-01,post_1,0590-00102-12,Live,CADE,15.0,24.69136,0.4363323,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,15.0,None,cedar
control,240,0240-00115,2003,2003-06-01,post_1,0240-00115-48,Live,CADE,15.5,24.69136,0.4659059,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.5,None,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-43,Live,CADE,14.7,24.69136,0.4190536,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,14.7,None,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-45,Live,CADE,14.7,24.69136,0.4190536,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,14.7,None,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-46,Live,CADE,11.4,24.69136,0.2520255,2.0,-2.299999999999999,-1.1499999999999997,2001.0,2003,CADE,Live,0,cedar,0,11.4,None,cedar
mech,350,0350-00111,2003,2003-06-01,post_1,0350-00111-6,Live,CADE,15.0,24.69136,0.4363323,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,15.0,Thin,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-103,Live,CADE,14.2,24.69136,0.3910313,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,14.2,None,cedar
control,590,0590-00116,2003,2003-06-01,post_1,0590-00116-13,Live,CADE,15.2,24.69136,0.4480454,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,15.2,None,cedar
control,590,0590-00117,2003,2003-06-01,post_1,0590-00117-4,Live,CADE,13.0,24.69136,0.327734,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.0,None,cedar
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-29,Live,CADE,13.0,24.69136,0.327734,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.0,None,cedar
control,240,0240-00026,2003,2003-06-01,post_1,0240-00026-32,Live,CADE,15.0,24.69136,0.4363323,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,15.0,None,cedar
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-38,Live,CADE,12.2,24.69136,0.2886387,2.0,-0.200000000000001,-0.1000000000000005,2001.0,2003,CADE,Live,0,cedar,0,12.2,None,cedar
mech,490,0490-00122,2003,2003-06-01,post_1,0490-00122-7,Live,CADE,13.2,24.69136,0.3378957,2.0,0.7999999999999989,0.3999999999999994,2001.0,2003,CADE,Live,0,cedar,0,13.2,Thin,cedar
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-13,Live,CADE,13.7,24.69136,0.3639787,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.7,None,cedar
mechburn,380,0380-00112,2003,2003-06-01,post_1,0380-00112-1,Live,CADE,15.5,24.69136,0.4659059,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,15.5,Burn+Thin,cedar
control,590,0590-00106,2003,2003-06-01,post_1,0590-00106-3,Live,CADE,13.0,24.69136,0.327734,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,13.0,None,cedar
burn,400,0400-00119,2003,2003-06-01,post_1,0400-00119-4,Live,CADE,14.7,24.69136,0.4190536,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,14.7,Burn,cedar
control,590,0590-00115,2003,2003-06-01,post_1,0590-00115-16,Live,CADE,14.0,24.69136,0.3800939,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,14.0,None,cedar
burn,340,0340-00109,2003,2003-06-01,post_1,0340-00109-12,Live,CADE,16.0,24.69136,0.4964492,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,16.0,Burn,cedar
mech,490,0490-00120,2003,2003-06-01,post_1,0490-00120-10,Live,CADE,16.0,24.69136,0.4964492,2.0,1.8000000000000007,0.9000000000000004,2001.0,2003,CADE,Live,0,cedar,0,16.0,Thin,cedar
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-13,Live,CADE,13.0,24.69136,0.327734,2.0,0.5999999999999996,0.2999999999999998,2001.0,2003,CADE,Live,0,cedar,0,13.0,None,cedar
control,590,0590-00009,2003,2003-06-01,post_1,0590-00009-37,Live,CADE,14.5,24.69136,0.4077283,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,14.5,None,cedar
control,590,0590-00101,2003,2003-06-01,post_1,0590-00101-9,Live,CADE,11.4,24.69136,0.2520255,2.0,-1.0,-0.5,2001.0,2003,CADE,Live,0,cedar,0,11.4,None,cedar
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-5,Live,CADE,14.0,24.69136,0.3800939,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,14.0,None,cedar
burn,400,0400-00105,2003,2003-06-01,post_1,0400-00105-11,Live,CADE,14.2,24.69136,0.3910313,2.0,1.0,0.5,2001.0,2003,CADE,Live,0,cedar,0,14.2,Burn,cedar
control,240,0240-00009,2003,2003-06-01,post_1,0240-00009-10,Live,CADE,15.5,24.69136,0.4659059,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.5,None,cedar
burn,340,0340-00025,2003,2003-06-01,post_1,0340-00025-24,Live,CADE,15.2,24.69136,0.4480454,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,15.2,Burn,cedar
mech,190,0190-00116,2003,2003-06-01,post_1,0190-00116-29,Live,CADE,16.3,24.69136,0.5152406,2.0,1.3000000000000007,0.6500000000000004,2001.0,2003,CADE,Live,0,cedar,0,16.3,Thin,cedar
control,240,0240-00114,2003,2003-06-01,post_1,0240-00114-2,Live,CADE,16.3,24.69136,0.5152406,2.0,1.1000000000000014,0.5500000000000007,2001.0,2003,CADE,Live,0,cedar,0,16.3,None,cedar
burn,400,0400-00118,2003,2003-06-01,post_1,0400-00118-30,Live,CADE,13.7,24.69136,0.3639787,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,13.7,Burn,cedar
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-39,Live,CADE,11.7,24.69136,0.2654646,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,11.7,None,cedar
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-40,Live,CADE,14.0,24.69136,0.3800939,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,14.0,None,cedar
control,590,0590-00106,2003,2003-06-01,post_1,0590-00106-7,Live,CADE,16.0,24.69136,0.4964492,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,16.0,None,cedar
mechburn,570,0570-00104,2003,2003-06-01,post_1,0570-00104-11,Live,CADE,13.7,24.69136,0.3639787,2.0,1.0,0.5,2001.0,2003,CADE,Live,0,cedar,0,13.7,Burn+Thin,cedar
burn,60,0060-00130,2003,2003-06-01,post_1,0060-00130-5,Live,CADE,15.5,24.69136,0.4659059,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.5,Burn,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-102,Live,CADE,14.5,24.69136,0.4077283,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,14.5,None,cedar
control,240,0240-00022,2003,2003-06-01,post_1,0240-00022-6,Live,CADE,13.7,24.69136,0.3639787,2.0,-2.0,-1.0,2001.0,2003,CADE,Live,0,cedar,0,13.7,None,cedar
control,590,0590-00009,2003,2003-06-01,post_1,0590-00009-52,Live,CADE,14.2,24.69136,0.3910313,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,14.2,None,cedar
control,240,0240-00005,2003,2003-06-01,post_1,0240-00005-38,Live,CADE,14.5,24.69136,0.4077283,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,14.5,None,cedar
mech,350,0350-00103,2003,2003-06-01,post_1,0350-00103-11,Live,CADE,15.0,24.69136,0.4363323,2.0,-0.1999999999999993,-0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,15.0,Thin,cedar
burn,340,0340-00121,2003,2003-06-01,post_1,0340-00121-17,Live,CADE,41.4,24.69136,3.323805,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,CADE,Live,0,cedar,0,41.4,Burn,cedar
burn,60,0060-00102,2003,2003-06-01,post_1,0060-00102-16,Live,CADE,35.3,24.69136,2.416486,2.0,-1.8000000000000045,-0.9000000000000021,2001.0,2003,CADE,Live,0,cedar,0,35.3,Burn,cedar
control,590,0590-00013,2003,2003-06-01,post_1,0590-00013-20,Live,CADE,26.4,24.69136,1.351583,2.0,0.6999999999999993,0.3499999999999996,2001.0,2003,CADE,Live,0,cedar,0,26.4,None,cedar
burn,400,0400-00022,2003,2003-06-01,post_1,0400-00022-13,Live,CADE,17.5,24.69136,0.5938968,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,17.5,Burn,cedar
control,590,0590-00021,2003,2003-06-01,post_1,0590-00021-7,Live,CADE,58.7,24.69136,6.682071,2.0,-3.5,-1.75,2001.0,2003,CADE,Live,0,cedar,1,62.625,None,cedar
mechburn,570,0570-00011,2003,2003-06-01,post_1,0570-00011-15,Live,CADE,23.1,24.69136,1.034806,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,CADE,Live,0,cedar,0,23.1,Burn+Thin,cedar
mech,350,0350-00117,2003,2003-06-01,post_1,0350-00117-3,Live,CADE,28.4,24.69136,1.564125,2.0,3.5,1.75,2001.0,2003,CADE,Live,0,cedar,0,28.4,Thin,cedar
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-3,Live,CADE,66.0,24.69136,8.447394,,,,,2003,CADE,Live,0,cedar,0,66.0,None,cedar
burn,400,0400-00116,2003,2003-06-01,post_1,0400-00116-4,Live,CADE,28.4,24.69136,1.564125,2.0,-1.1000000000000014,-0.5500000000000007,2001.0,2003,CADE,Live,0,cedar,0,28.4,Burn,cedar
burn,340,0340-00103,2003,2003-06-01,post_1,0340-00103-17,Live,CADE,20.1,24.69136,0.7834783,2.0,-0.1999999999999993,-0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,20.1,Burn,cedar
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-26,Live,CADE,15.7,24.69136,0.4780069,2.0,-0.8000000000000007,-0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,15.7,None,cedar
burn,60,0060-00109,2003,2003-06-01,post_1,0060-00109-1,Live,CADE,32.0,24.69136,1.985797,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,32.0,Burn,cedar
control,40,0040-00105,2003,2003-06-01,post_1,0040-00105-6,Live,CADE,41.4,24.69136,3.323805,2.0,0.7999999999999972,0.3999999999999986,2001.0,2003,CADE,Live,0,cedar,0,41.4,None,cedar
control,240,0240-00009,2003,2003-06-01,post_1,0240-00009-13,Live,CADE,49.8,24.69136,4.809429,2.0,2.5999999999999943,1.2999999999999972,2001.0,2003,CADE,Live,0,cedar,0,49.8,None,cedar
burn,340,0340-00103,2003,2003-06-01,post_1,0340-00103-16,Live,CADE,21.3,24.69136,0.8798205,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,21.3,Burn,cedar
control,590,0590-00104,2003,2003-06-01,post_1,0590-00104-16,Live,CADE,30.2,24.69136,1.768678,2.0,-1.0,-0.5,2001.0,2003,CADE,Live,0,cedar,0,30.2,None,cedar
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-23,Live,CADE,17.8,24.69136,0.6144335,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,17.8,None,cedar
mech,490,0490-00126,2003,2003-06-01,post_1,0490-00126-14,Live,CADE,24.4,24.69136,1.154555,2.0,0.7999999999999972,0.3999999999999986,2001.0,2003,CADE,Live,0,cedar,0,24.4,Thin,cedar
burn,60,0060-00101,2003,2003-06-01,post_1,0060-00101-7,Live,CADE,21.1,24.69136,0.8633756,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,21.1,Burn,cedar
control,590,0590-00005,2003,2003-06-01,post_1,0590-00005-5,Live,CADE,42.7,24.69136,3.535824,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,42.7,None,cedar
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-7,Live,CADE,21.3,24.69136,0.8798205,2.0,-0.8000000000000007,-0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,21.3,Burn,cedar
burn,400,0400-00109,2003,2003-06-01,post_1,0400-00109-13,Live,CADE,22.9,24.69136,1.016965,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,22.9,Burn,cedar
control,40,0040-00012,2003,2003-06-01,post_1,0040-00012-20,Live,CADE,28.2,24.69136,1.542173,2.0,0.8000000000000007,0.4000000000000003,2001.0,2003,CADE,Live,0,cedar,0,28.2,None,cedar
burn,400,0400-00116,2003,2003-06-01,post_1,0400-00116-3,Live,CADE,33.5,24.69136,2.176329,2.0,-1.2999999999999972,-0.6499999999999986,2001.0,2003,CADE,Live,0,cedar,0,33.5,Burn,cedar
burn,60,0060-00106,2003,2003-06-01,post_1,0060-00106-15,Live,CADE,52.3,24.69136,5.304424,2.0,0.6999999999999957,0.3499999999999978,2001.0,2003,CADE,Live,0,cedar,0,52.3,Burn,cedar
burn,340,0340-00123,2003,2003-06-01,post_1,0340-00123-13,Live,CADE,23.6,24.69136,1.080087,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,23.6,Burn,cedar
burn,400,0400-00022,2003,2003-06-01,post_1,0400-00022-16,Live,CADE,26.7,24.69136,1.382475,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,26.7,Burn,cedar
burn,340,0340-00103,2003,2003-06-01,post_1,0340-00103-9,Live,CADE,20.6,24.69136,0.8229421,2.0,-1.0,-0.5,2001.0,2003,CADE,Live,0,cedar,0,20.6,Burn,cedar
burn,400,0400-00101,2003,2003-06-01,post_1,0400-00101-5,Live,CADE,17.3,24.69136,0.5803995,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,17.3,Burn,cedar
mechburn,570,0570-00025,2003,2003-06-01,post_1,0570-00025-32,Live,CADE,23.1,24.69136,1.034806,2.0,0.7000000000000028,0.3500000000000014,2001.0,2003,CADE,Live,0,cedar,0,23.1,Burn+Thin,cedar
control,240,0240-00113,2003,2003-06-01,post_1,0240-00113-2,Live,CADE,29.2,24.69136,1.653486,2.0,0.1999999999999993,0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,29.2,None,cedar
mechburn,380,0380-00117,2003,2003-06-01,post_1,0380-00117-10,Live,CADE,68.8,24.69136,9.179346,2.0,1.7000000000000028,0.8500000000000014,2001.0,2003,CADE,Live,0,cedar,0,68.8,Burn+Thin,cedar
mechburn,570,0570-00025,2003,2003-06-01,post_1,0570-00025-13,Live,CADE,26.4,24.69136,1.351583,2.0,-0.3000000000000007,-0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,26.4,Burn+Thin,cedar
burn,400,0400-00024,2003,2003-06-01,post_1,0400-00024-10,Live,CADE,46.5,24.69136,4.193154,2.0,-0.2000000000000028,-0.1000000000000014,2001.0,2003,CADE,Live,0,cedar,0,46.5,Burn,cedar
mechburn,380,0380-00125,2003,2003-06-01,post_1,0380-00125-2,Live,CADE,24.6,24.69136,1.173559,2.0,0.2000000000000028,0.1000000000000014,2001.0,2003,CADE,Live,0,cedar,0,24.6,Burn+Thin,cedar
burn,400,0400-00118,2003,2003-06-01,post_1,0400-00118-2,Live,CADE,23.6,24.69136,1.080087,2.0,0.2000000000000028,0.1000000000000014,2001.0,2003,CADE,Live,0,cedar,0,23.6,Burn,cedar
control,240,0240-00112,2003,2003-06-01,post_1,0240-00112-16,Live,CADE,18.3,24.69136,0.649437,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,18.3,None,cedar
burn,400,0400-00023,2003,2003-06-01,post_1,0400-00023-1,Live,CADE,24.4,24.69136,1.154555,2.0,-0.7000000000000028,-0.3500000000000014,2001.0,2003,CADE,Live,0,cedar,0,24.4,Burn,cedar
burn,60,0060-00101,2003,2003-06-01,post_1,0060-00101-6,Live,CADE,25.4,24.69136,1.25113,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,25.4,Burn,cedar
control,240,0240-00107,2003,2003-06-01,post_1,0240-00107-6,Live,CADE,23.1,24.69136,1.034806,2.0,1.5,0.75,2001.0,2003,CADE,Live,0,cedar,0,23.1,None,cedar
mechburn,180,0180-00117,2003,2003-06-01,post_1,0180-00117-4,Live,CADE,63.2,24.69136,7.745849,2.0,1.5,0.75,2001.0,2003,CADE,Live,0,cedar,0,63.2,Burn+Thin,cedar
control,590,0590-00116,2003,2003-06-01,post_1,0590-00116-100,Live,CADE,25.9,24.69136,1.300871,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,25.9,None,cedar
mechburn,380,0380-00110,2003,2003-06-01,post_1,0380-00110-7,Live,CADE,19.1,24.69136,0.7074595,2.0,-0.1999999999999993,-0.0999999999999996,2001.0,2003,CADE,Live,0,cedar,0,19.1,Burn+Thin,cedar
burn,60,0060-00101,2003,2003-06-01,post_1,0060-00101-8,Live,CADE,23.1,24.69136,1.034806,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,23.1,Burn,cedar
mechburn,570,0570-00119,2003,2003-06-01,post_1,0570-00119-24,Live,CADE,16.3,24.69136,0.5152406,2.0,0.3000000000000007,0.1500000000000003,2001.0,2003,CADE,Live,0,cedar,0,16.3,Burn+Thin,cedar
burn,60,0060-00112,2003,2003-06-01,post_1,0060-00112-5,Live,CADE,25.1,24.69136,1.22175,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,25.1,Burn,cedar
burn,340,0340-00108,2003,2003-06-01,post_1,0340-00108-19,Live,CADE,19.1,24.69136,0.7074595,2.0,-0.5,-0.25,2001.0,2003,CADE,Live,0,cedar,0,19.1,Burn,cedar
control,40,0040-00106,2003,2003-06-01,post_1,0040-00106-2,Live,CADE,19.1,24.69136,0.7074595,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,19.1,None,cedar
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-24,Live,CADE,35.8,24.69136,2.485426,2.0,0.1999999999999957,0.0999999999999978,2001.0,2003,CADE,Live,0,cedar,0,35.8,None,cedar
control,240,0240-00109,2003,2003-06-01,post_1,0240-00109-3,Live,CADE,19.8,24.69136,0.7602654,2.0,0.5,0.25,2001.0,2003,CADE,Live,0,cedar,0,19.8,None,cedar
control,240,0240-00106,2003,2003-06-01,post_1,0240-00106-32,Live,CADE,41.7,24.69136,3.372151,2.0,1.6000000000000014,0.8000000000000007,2001.0,2003,CADE,Live,0,cedar,0,41.7,None,cedar
burn,400,0400-00106,2003,2003-06-01,post_1,0400-00106-1,Live,CADE,24.4,24.69136,1.154555,2.0,-1.5,-0.75,2001.0,2003,CADE,Live,0,cedar,0,24.4,Burn,cedar
burn,60,0060-00102,2003,2003-06-01,post_1,0060-00102-15,Live,CADE,17.3,24.69136,0.5803995,2.0,-2.0,-1.0,2001.0,2003,CADE,Live,0,cedar,0,17.3,Burn,cedar
burn,60,0060-00108,2003,2003-06-01,post_1,0060-00108-8,Live,CADE,38.9,24.69136,2.9345,2.0,-1.2000000000000028,-0.6000000000000014,2001.0,2003,CADE,Live,0,cedar,0,38.9,Burn,cedar
burn,60,0060-00101,2003,2003-06-01,post_1,0060-00101-2,Live,CADE,56.4,24.69136,6.168692,2.0,0.2999999999999971,0.1499999999999985,2001.0,2003,CADE,Live,0,cedar,0,56.4,Burn,cedar
control,40,0040-00114,2003,2003-06-01,post_1,0040-00114-12,Live,CADE,66.0,24.69136,8.447394,2.0,1.5,0.75,2001.0,2003,CADE,Live,0,cedar,0,66.0,None,cedar
control,40,0040-00114,2003,2003-06-01,post_1,0040-00114-15,Live,CADE,33.5,24.69136,2.176329,2.0,0.0,0.0,2001.0,2003,CADE,Live,0,cedar,0,33.5,None,cedar
