Unit,Treatment,DBH_timeframe,Year,PFT,BAperTree_m2ha
un2,None,DBH_Post,2002.0,unknown,0.0
un3,None,DBH_10Post,2011.0,cedar,5.296525133770266
un3,None,DBH_10Post,2011.0,fir,36.34577361452099
un3,None,DBH_10Post,2011.0,oak,0.052653878272328335
un3,None,DBH_10Post,2011.0,other_hardwood,0.0
un3,None,DBH_10Post,2011.0,pine,17.195805448026743
un3,None,DBH_10Post,2011.0,unknown,0.0
un3,None,DBH_15Post,2019.0,cedar,5.87211203179772
un3,None,DBH_15Post,2019.0,fir,24.7271788958995
un3,None,DBH_15Post,2019.0,oak,0.0545555235754544
un3,None,DBH_15Post,2019.0,other_hardwood,0.0
un3,None,DBH_15Post,2019.0,pine,13.860547155461457
un3,None,DBH_15Post,2019.0,unknown,0.0
un3,None,DBH_2008,2008.0,cedar,2.68696257051269
un3,None,DBH_2008,2008.0,fir,18.563548271599057
un3,None,DBH_2008,2008.0,oak,0.0
un3,None,DBH_2008,2008.0,other_hardwood,0.0
un3,None,DBH_2008,2008.0,pine,14.84902945260986
un3,None,DBH_2008,2008.0,unknown,0.0
un3,None,DBH_Post,2002.0,cedar,5.083941412883479
un3,None,DBH_Post,2002.0,fir,34.42554976692714
un3,None,DBH_Post,2002.0,oak,0.04408989669864255
un3,None,DBH_Post,2002.0,other_hardwood,0.0
un3,None,DBH_Post,2002.0,pine,17.206426976438987
un3,None,DBH_Post,2002.0,unknown,0.0
